year,host,country,artist,song,all_languages,main_language,is_english_main_lang,lyrics_original,lyrics_english,stage_director,composers,lyricists,place,points,running_order,total_wins,won_last_year,top5_last_year,artist sexuality,bpm,tone,theme,emotion,top_3_words,points_jury_final,points_tele_final,place_sf,points_sf,place_contest,points_jury_sf,points_tele_sf,running_sf,sf_num,Albania Jury,Albania Televote,Armenia Jury,Armenia Televote,Australia Jury,Australia Televote,Austria Jury,Austria Televote,Azerbaijan Jury,Azerbaijan Televote,Belarus Jury,Belarus Televote,Belgium Jury,Belgium Televote,Bosnia & Herzegovina Jury,Bosnia & Herzegovina Televote,Bulgaria Jury,Bulgaria Televote,Croatia Jury,Croatia Televote,Cyprus Jury,Cyprus Televote,Czechia Jury,Czechia Televote,Denmark Jury,Denmark Televote,Estonia Jury,Estonia Televote,Finland Jury,Finland Televote,France Jury,France Televote,Georgia Jury,Georgia Televote,Germany Jury,Germany Televote,Greece Jury,Greece Televote,Hungary Jury,Hungary Televote,Iceland Jury,Iceland Televote,Ireland Jury,Ireland Televote,Israel Jury,Israel Televote,Italy Jury,Italy Televote,Latvia Jury,Latvia Televote,Lithuania Jury,Lithuania Televote,Malta Jury,Malta Televote,Moldova Jury,Moldova Televote,Montenegro Jury,Montenegro Televote,Netherlands Jury,Netherlands Televote,North MacedoniaN.Macedonia Jury,North MacedoniaN.Macedonia Televote,Norway Jury,Norway Televote,Poland Jury,Poland Televote,Portugal Jury,Portugal Televote,Romania Jury,Romania Televote,Russia Jury,Russia Televote,San Marino Jury,San Marino Televote,Serbia Jury,Serbia Televote,Slovenia Jury,Slovenia Televote,Spain Jury,Spain Televote,Sweden Jury,Sweden Televote,Switzerland Jury,Switzerland Televote,Ukraine Jury,Ukraine Televote,United Kingdom Jury,United Kingdom Televote
2004.0,Istanbul,Albania,Anjeza Shahini,The Image Of You,English,English,1,"How strange the feeling in your soul When love invades your very being Another me or so I'm told And life takes on another meaning  Day after day, I go through the motions Stumbling my way, life is a blur Slave of my love, of my emotions You're in my eyes, you're in my heart  One kiss, one heart in ...","How strange the feeling in your soul When love invades your very being Another me or so I'm told And life takes on another meaning  Day after day, I go through the motions Stumbling my way, life is a blur Slave of my love, of my emotions You're in my eyes, you're in my heart  One kiss, one heart in ...",,Edmond Zhulali,Xhuli Teilor,7.0,106.0,9.0,0,0,0,straight,130.0,C# major,love,"[{'label': 'surprise', 'score': 0.5471760034561157}]","love, another, life",106.0,,4.0,167.0,7.0,,,13.0,0.0,0.0,,,,,,5.0,,,,0.0,,1.0,,4.0,,,,6.0,,0.0,,,,4.0,,0.0,,3.0,,1.0,,,,5.0,,10.0,,,,4.0,,2.0,,0.0,,,,1.0,,0.0,,10.0,,,,,,1.0,,,,3.0,,0.0,,0.0,,1.0,,0.0,,,,,,4.0,,0.0,,7.0,,7.0,,0.0,,1.0,
2005.0,Kiev,Albania,Ledina Celo,Tomorrow I Go,English,English,1,"Please don't be sad, it's like you always dreamed I wear the white veil Oh mother, bless me please Don't you cry Tomorrow I go The last night falling  Do you recall How I would imagine a white wedding dress? And now finally my time is here I know that I will miss Your sweet words singing  Maybe I'll...","Please don't be sad, it's like you always dreamed I wear the white veil Oh mother, bless me please Don't you cry Tomorrow I go The last night falling  Do you recall How I would imagine a white wedding dress? And now finally my time is here I know that I will miss Your sweet words singing  Maybe I'll...",,Adrian Hila,Pandi Laço;Sidorela Risto,16.0,53.0,8.0,0,0,0,straight,110.0,G minor,sadness,"[{'label': 'sadness', 'score': 0.8895785212516785}]","please, dont, white",53.0,,,,16.0,,,,,0.0,,,,,,3.0,,,,0.0,,0.0,,5.0,,0.0,,2.0,,0.0,,,,0.0,,0.0,,0.0,,1.0,,,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,
2006.0,Athen,Albania,Luiz Ejlli,Zjarr E Ftohtë,Albanian,Albanian,0,"Humbem të harroj Mos m'i rëndo më ditët Gjithçka është e kot, s'e kuptoj Lodhem të harroj Me kohën vras kujtimet Ne në zjarr jemi te ftohtë  Duhet te ikësh, vritem Shoh dhe më verbon Jemi në zjarr e kërkojmë ftohtë E në rrëmbime jemi veten e frenoj I trembem zemrës time që të do  E ndihem zjarr e ft...","I'm lost trying to forget Do not burden my days Everything is in vain, I don't understand I tire of forgetting With the time I kill my memories In fire we're so cold  You've got to go, I kill myself I see you and you blind me We're in fire, and we search for cold And in passion we are stopping ourse...",,,,,,,0,0,0,straight,112.0,A minor,passion,"[{'label': 'anger', 'score': 0.7006539702415466}]","kill, fire, cold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0,Helsinki,Albania,Aida & Frederik Ndoci,Hear My Plea,Albanian,Albanian,0,"I say farewell, the final call I turn and walk away, I leave it all I find that life regains its glow But the journey's long, the going's slow  A million miles later I crave a love that's greater Take me home again, ah...  Kthema Zot Kthema mallin që më more Kur më nise larg, ah...  Kthema Zot Vetëm...","I say farewell, the final call  I turn and walk away, I leave it all  I find that life regains its glow  But the journey's long, the going's slow   A million miles later  I crave a love that's greater  Take me home again, ah...   Bring me God Bring me the nostalgia that you took from me When you sen...",,,,,,,0,0,0,straight,142.0,A minor,change,"[{'label': 'sadness', 'score': 0.7647408843040466}]","bring, say, farewell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008.0,Belgrade,Albania,Olta Boka,Zemrën E Lamë Peng,Albanian,Albanian,0,"Ora si zemër troket Ora e çmendur rend, akrepa nuk ka Kohën vodhe ti nga jeta ime Bora e zerit tënd mbi zemrën time ra Mbuloi strehën e fundit të dashurisë  Ha… ha… Dhe ndalen akrepat atje  Ditë pas ditë, ne Rrahje pas rrahje, më kot kerkuam Orë e përkryer Një zemër jo kurrë s'mund të jetë  Natë pas...","The clock ticks like a heart The clock runs crazy, it has no hands You stole the time from my life The coldness of your voice fell on my heart Covering the last shelter of love  Ha… ha… And the hands of time stop there  Day after day, we Beat after beat, we looked in vain For the perfect clock Which...",,Adrian Hila,Pandi Laço,17.0,55.0,3.0,0,0,0,straight,127.0,C minor,betrayal,"[{'label': 'sadness', 'score': 0.7564495801925659}]","clock, heart, hands",55.0,,9.0,67.0,17.0,,,6.0,2.0,0.0,,0.0,,,,,,1.0,,0.0,,0.0,,1.0,,0.0,,8.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,4.0,,0.0,,0.0,,8.0,,0.0,,0.0,
2009.0,Moscow,Albania,Kejsi Tola,Carry Me In Your Dreams,English,English,1,"My love for you grows with each passing day I'm by your side when you're away And when I miss you and long for your care I close my eyes and you're there  All that I ask is one moment in time No strings attached, no drawing lines You feel my thoughts even when you're not here I close my eyes Close m...","My love for you grows with each passing day I'm by your side when you're away And when I miss you and long for your care I close my eyes and you're there  All that I ask is one moment in time No strings attached, no drawing lines You feel my thoughts even when you're not here I close my eyes Close m...",Julian Bulku,Edmond Zhulali,June Muftaraj Taylor,17.0,48.0,19.0,0,0,0,straight,128.0,Eb minor,love,"[{'label': 'sadness', 'score': 0.9801100492477417}]","youre, close, eyes",48.0,,7.0,73.0,17.0,,,16.0,2.0,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,,,0.0,,1.0,,0.0,,0.0,,,,0.0,,7.0,,2.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,2.0,,0.0,,1.0,,6.0,,0.0,,0.0,
2010.0,Oslo,Albania,Juliana Pasha,It's All About You,English,English,1,"You are the one, you give me that something I need It's me, and I'm calling You are the one, making it easy to be In love with you I'm falling  We been down But don't you know we been down here And I feel it, even now Time that we make a deal and seal it  It's all about you, the things that I do The...","You are the one, you give me that something I need It's me, and I'm calling You are the one, making it easy to be In love with you I'm falling  We been down But don't you know we been down here And I feel it, even now Time that we make a deal and seal it  It's all about you, the things that I do The...",,Ardit Gjebrea,Ardit Gjebrea;Pirro Çako,16.0,62.0,15.0,0,0,0,straight,137.0,F minor,love,"[{'label': 'neutral', 'score': 0.4788985252380371}]","one, give, something",62.0,,6.0,76.0,16.0,,,12.0,1.0,0.0,,0.0,,,,,,0.0,,0.0,,3.0,,5.0,,0.0,,5.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,10.0,,,,7.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,2.0,,0.0,,1.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,1.0,
2011.0,Düsseldorf,Albania,Aurela Gaçe,Feel The Passion,English,English,1,"Feel my heart, feel the words beat low I sing my song and the echo flows And wherever I go, I just want you to know You're the blood in my veins and the love in my soul  You are my wave rippling over sea You dry my tears and you make me grieve But wherever I go, I just want you to know My moment in ...","Feel my heart, feel the words beat low I sing my song and the echo flows And wherever I go, I just want you to know You're the blood in my veins and the love in my soul  You are my wave rippling over sea You dry my tears and you make me grieve But wherever I go, I just want you to know My moment in ...",,,,,,,0,0,0,straight,99.0,C# minor,love,"[{'label': 'sadness', 'score': 0.983235239982605}]","feel, wherever, just",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012.0,Baku,Albania,Rona Nishliu,Suus,Albanian,Albanian,0,"Në këtë botë, dashuria s'jeton më Koha më për ne s'ka kohë, jo Ho… jo oh oh, oh oh Jo oh oh oh…  jo oh oh oh… Koha më për ne s'ka kohë  Atëron aeroplani im Në pistë pa drita të shpirtit tënd Me bërryla ngjiten sot Ata që dje s'jetonin dot Por të djeshmet s'kanë rëndësi Nga detëra të trazuar u përpin...","In this world, love lives no more Time no longer has time for us, no Ho… no oh oh, oh oh No oh oh oh… no oh oh oh… Time no longer has time for us  My plane is landing On the unlit runway of your soul They elbow their way through today – Those who couldn't live yesterday But yesterdays have no import...",,Florent Boshnjaku,Rona Nishliu,5.0,146.0,3.0,0,0,0,straight,151.0,Bb minor,change,"[{'label': 'sadness', 'score': 0.5502674579620361}]","time, longer, oh…",146.0,,2.0,146.0,5.0,,,5.0,1.0,0.0,,,,,,8.0,,0.0,,0.0,,10.0,,6.0,,4.0,,5.0,,4.0,,,,5.0,,0.0,,6.0,,0.0,,3.0,,6.0,,10.0,,8.0,,0.0,,0.0,,0.0,,12.0,,1.0,,0.0,,1.0,,0.0,,10.0,,0.0,,,,0.0,,,,0.0,,1.0,,0.0,,,,1.0,,3.0,,0.0,,1.0,,12.0,,0.0,,0.0,
2013.0,Malmö,Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,Albanian,Albanian,0,"Hey, hey Hey, hey Hey, hey Hey, hey  Kam ardhur nga larg Nën pluhurin e kohës gjeta re edhe mallkim U gjenda unë shumë pranë e preka veç flakë e zjarr Unë fola veç në heshtje desha pak jetë, lavdi Dhe kur ndava ëndrrën gjeta  Një rreze dritë, pak frymë si ti Një rreze dritë, pak frymë si ti  I ardhu...","Hey, hey Hey, hey Hey, hey Hey, hey  I came from far away In the dust of time, I found the good and the bad I've been so close that I touched the flames of fire I talked in silence, but wanted some glory in life And when I shared my dream, I found  A ray of light, a little breath like you A ray of l...",,,,,,,0,0,1,straight,105.0,E major,hope,"[{'label': 'joy', 'score': 0.8746980428695679}]","hey, found, ray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.0,Copenhagen,Albania,Hersi,One Night's Anger,English,English,1,"Say no, let go, keep your breath, as the anger flows I Know, you know, words can hurt, you'll regret them though So say say say say you'll be there when the words are done Don't give in your pride, Keep calm and think twice  Free your mind from the doubts that are tickling Free your heart, and let t...","Say no, let go, keep your breath, as the anger flows I Know, you know, words can hurt, you'll regret them though So say say say say you'll be there when the words are done Don't give in your pride, Keep calm and think twice  Free your mind from the doubts that are tickling Free your heart, and let t...",,,,,,,0,0,0,straight,152.0,F minor,regret,"[{'label': 'anger', 'score': 0.8180856108665466}]","say, let, keep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Vienna,Albania,Elhaida Dani,I'm Alive,English version,English version,1,"I was too afraid right from the start To even let you welcome in my heart You cut it deep and left it bleeding How will I ever heal these painful scars?  I just can't help it I'm out of breath, I'm trying to find the words to say Time passed by Now it's brought the light  I know you'll come, with th...",Not available in English,,Chris;Zzap,Sokol Marsi,17.0,34.0,26.0,0,0,0,straight,155.0,E major,change,"[{'label': 'neutral', 'score': 0.49628129601478577}]",,34.0,,10.0,62.0,17.0,,,14.0,1.0,0.0,,0.0,,,,0.0,,0.0,,0.0,,6.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,
2016.0,Stockholm,Albania,Eneda Tarifa,Fairytale,English,English,1,"This tale of love, larger than dreams, It may take a lifetime, to understand what it means. So many the tears, all the craziness and rage, Tale of love, The message is love can bring change.  Cos it's you, only you You I feel, And I, oh I I know in my soul this is real  And that's why I love you, oh...","This tale of love, larger than dreams, It may take a lifetime, to understand what it means. So many the tears, all the craziness and rage, Tale of love, The message is love can bring change.  Cos it's you, only you You I feel, And I, oh I I know in my soul this is real  And that's why I love you, oh...",,,,,,,0,0,0,straight,97.0,G minor,love,"[{'label': 'anger', 'score': 0.8448333740234375}]","love, tale, larger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Kyiv,Albania,Lindita,World,English,English,1,"We're so alike, yet different At a loss for words, stuttering It don't make sense, what's happening I just don't understand  What's this fight all for? What's the cost of life in this world? Almost impossible Is to let the love unite us all  Does anybody care, I'm weak and I'm afraid Wondering if I ...","We're so alike, yet different At a loss for words, stuttering It don't make sense, what's happening I just don't understand  What's this fight all for? What's the cost of life in this world? Almost impossible Is to let the love unite us all  Does anybody care, I'm weak and I'm afraid Wondering if I ...",Kleidi Eski,,,,,,0,0,0,straight,85.0,D minor,love,"[{'label': 'fear', 'score': 0.97569340467453}]","whats, dont, alike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018.0,Lisbon,Albania,Eugent Bushpepa,Mall,Albanian,Albanian,0,"Një pritje e gjatë, e ëmbël e zjarrtë Ca hapa trokasin si zemër këtë natë Unë ndjek ritmin e saj Dy duar që zgjaten përpijnë në ngrohtësi Ky mall që të djeg nuk njeh kufi as largësi  Asgjë në këtë botë nuk mund ta shprehë dot ndjesinë Kur zemrat bashkohen dhe prapë rrahin si një  Dua të hesht në kët...","A long wait, and fiery A few steps beat like a heart tonight I follow her rhythm Two hands that guide feel the warmth This yearning that burns doesn`t know boundaries nor distance  Nothing in this world can explain this feeling when two hearts unite and beat like one  I want to hush tonight lay in t...",,Eugent Bushpepa,,11.0,184.0,12.0,0,0,0,straight,127.0,E major,passion,"[{'label': 'sadness', 'score': 0.7185074687004089}]","beat, like, tonight",126.0,58.0,8.0,162.0,11.0,114.0,48.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,12.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,10.0,10.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0
2019.0,Tel Aviv,Albania,Jonida Maliqi,Ktheju Tokës,Albanian,Albanian,0,"Ti këndon edhe qan Në duar lotët mbledh I mban  Një ditë jeton Në tjetrën vdes Sa mall, pak shpresë I vetëm, pa identitet  Ktheju tokës tënde O njeri që zemrën le peng  Ktheju tokës tënde Ti e di një zemër të pret  Një ditë jeton Në tjetrën vdes Sa mall, pak shpresë I vetëm, pа identitet  Ktheju tok...","You sing and cry In hands, tears are gathered You hold them  One day you live, The next you die So much nostalgia, so little hope Alone, no identity  Return to your land Oh man that let the heart hostage  Return to your land You know there is a heart waiting for you  One day you live The next you di...",,Eriona Rushiti,,17.0,90.0,2.0,0,0,0,straight,117.0,Eb minor,nostalgia,"[{'label': 'sadness', 'score': 0.8552828431129456}]","one, day, live",43.0,47.0,9.0,96.0,17.0,38.0,58.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
2020.0,Rotterdam,Albania,Arilena Ara,Fall From The Sky,English,English,1,Words have cut me to the bone And my heart is sinking like a stone But I don't let it show Barely take another breath Though I'm suffocating here alone I'll never let you know  Fall from the sky Always making me hold back my wings When I'm destined to fly I'm screaming inside You can crush and break...,Words have cut me to the bone And my heart is sinking like a stone But I don't let it show Barely take another breath Though I'm suffocating here alone I'll never let you know  Fall from the sky Always making me hold back my wings When I'm destined to fly I'm screaming inside You can crush and break...,,,,,,,0,0,0,straight,,,heartbreak,"[{'label': 'fear', 'score': 0.5028597712516785}]","let, words, cut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,Rotterdam,Albania,Anxhela Peristeri,Karma,Albanian,Albanian,0,"Zoti nuk ma fal!  Jeta si në përrallë më kish llastuar Lart në qiell si një yll jetoja unë Qeshja si e marrë kur ti rënkoje E pashpirt, vetëm veten doja shumë  Zoti nuk ma fal Bota mbi mua ra Më ike ti, më ikën miqtë As dritë nuk ka  Zoti nuk ma fal T'thirra por zë nuk kam Lotët mbledhur në dorë Të ...","God won't forgive me this!  Life like in fairytales had spoiled me High in the sky like a star I was living I was laughing like crazy when you were sobbing Heartless, I was in love with myself  God won't forgive me this The world fell on me You left me, my friends left me There's not even light  God...",Sacha Jean-Baptiste,Kledi Bahiti,Olti Curri,21.0,57.0,2.0,0,0,0,straight,150.0,D minor,heartbreak,"[{'label': 'sadness', 'score': 0.7262840270996094}]","god, like, wont",22.0,35.0,10.0,112.0,21.0,74.0,38.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2022.0,Turin,Albania,Ronela Hajati,Sekret,Albanian & English,Albanian & English,1,"Hey, a i kujton ato net? Mbetën vetëm sekret  Hajde çohu, çohu, çohu, çohu, çohu, çohu, çohu, çohu, ej Ej, ej, ej, ej, ej, ej, ej Go  Po vjen djali nga malet And he came here to find it Goin' mad when I whine it Come baby, come put my hands on your body Come on closer to me, ya, me, ya 'Cause I love...","Hey, do you remember those nights? They remained only a secret  Come on, get up, get up, get up, get up, get up, get up, hey Hey, hey, hey, hey, hey, hey Go  The boy is coming from the mountains And he came here to find it Goin' mad when I whine it Come baby, come put my hands on your body Come on c...",Klaudia Pepa,,,,,,0,0,0,straight,100.0,F major,nostalgia,"[{'label': 'anger', 'score': 0.47519123554229736}]","hey, get, come",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,Liverpool,Albania,Albina & Familja Kelmendi,Duje,Albanian,Albanian,0,"Diçka mrena Frymën ma nal' S'di çka bohet, bohet Po du me e nal' <i style=""color:#789"">Ç'ka o ka bohet?</i> Krejt tu i pas' E krejt tu i pas' S'po muj me u k'naq  Jan' tu u nda Vec për nji fjal' Jan' tu u nda Dashnin' kan' vra Jan' tu u nda E kan' harru Se kan' nji shpi Sofër me f'mij'  Duje Si diku...","Something inside me Takes my breath away Don't know what's going on But I want to make it stop <i style=""color:#789"">What's going on?</i> Having it all And having it all But isn't enough  They're falling apart Just for a word They're falling apart They killed love They're falling apart And they forg...",Sacha Jean-Baptiste,Enis Mulla,Eriona Rushiti,22.0,76.0,10.0,0,0,0,straight,,,love,"[{'label': 'sadness', 'score': 0.7287440896034241}]","theyre, falling, apart",17.0,59.0,,,22.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
2024.0,Malmö,Albania,Besa,Titan,English,English,1,"We stand eye to eye You try and set a fire Just to watch me burn It's like you don't know  That I will survive Learned how to stay alive Come and throw your flames Cause it's all in vain  Even if I fall, I'm gon' get up I'll be standing tall, proud, with my head up Go ahead and give your best shot  ...","We stand eye to eye You try and set a fire Just to watch me burn It's like you don't know  That I will survive Learned how to stay alive Come and throw your flames Cause it's all in vain  Even if I fall, I'm gon' get up I'll be standing tall, proud, with my head up Go ahead and give your best shot  ...","Fredrik Rydman, Melissa Thompson, Reija Wäre",,,,,,0,0,0,straight,,,overcoming obstacles,"[{'label': 'anger', 'score': 0.3838960826396942}]","eye, stand, try",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.0,Istanbul,Andorra,Marta Roure,Jugarem A Estimar,Catalan,Catalan,0,"No en tinc cap dubte, cap dels dos sabem Per què estem junts aquesta nit Tu no saps ni com em dic I la veritat, tampoc jo sé el teu nom  Potser és millor que no pensem en res Aprofitem que estem solets Aparquem tots els problemes I disfrutem d'aquest moment  Aquesta nit farem que sigui nostra (Aques...","I have no doubts, neither of us knows Why we are together tonight You don't know my name And truly, I don't know your name either  Maybe it's better to think about nothing Let's make the most of being alone Let's forget all our problems And let's enjoy this moment  Tonight we'll make it our night (T...",,,,,,,0,0,0,straight,132.0,F# major,identity,"[{'label': 'joy', 'score': 0.7287987470626831}]","lets, tonight, dont",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0,Kiev,Andorra,Marian van de Wal,La Mirada Interior,Catalan,Catalan,0,Si el que vols és trobar La bellesa de la vida Ves i busca dins el teu cor Abans de girar-te cap al món  Si el que vols és trobar El misteri de la vida Ves i busca dins el teu cor A través de la mirada interior  Hi ha molt més del que pots veure Ves i explora dins del teu univers interior Allà veurà...,If you want to find The beauty of life Go and search for it inside your heart Before you turn to the world  If you want to find The mystery of life Go and search for it inside your heart Through the inner look  There is much more than you can see Go and explore inside your inner universe There you w...,,,,,,,0,0,0,straight,92.0,D minor,life,"[{'label': 'neutral', 'score': 0.4863077998161316}]","inside, want, find",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.0,Athen,Andorra,Jennifer,Sense Tu,Catalan,Catalan,0,"Mai abans m'he sentit al final del camí I ara sé que és així No hi ha res que puguem salvar Ara sé que aquest cop he perdut la partida Ha arribat el final  I sé que no hi ha solució Buscaré una raó per sortir d'aquest món sense tu  Sense tu, sense tu De sentir-me en el cel, he anat a l'infern Sense ...","I never felt at the end of the way before And now I know it is There is nothing we could save Now I know that this time I lost the game The end arrived  And I know there is no solution I'll look for a reason to walk out of this world without you  Without you, without you From feeling in heaven, I we...",,,,,,,0,0,0,straight,100.0,Eb minor,sadness,"[{'label': 'sadness', 'score': 0.9364213943481445}]","know, without, end",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0,Helsinki,Andorra,Anonymous,Salvem El Món,Catalan,Catalan,0,"Ja no entenc per què tot el món va al revés I no volem trobar solucions als problemes que hi han No vulguis ser el que no ets  Sempre estàs pensant en si vius bé I no hi ha temps per lo demés El món en joc i no fas res  Tots estem d'acord ho podem fer Podem unir-nos, fer-ho bé Reflexiona tu mateix, ...",I can't understand why the world is upside down And we don't want to find solutions to the problems Don't want to be what you are not  You're always thinking whether your life is good And there's no time for the rest The world is in danger and you don't do anything  We all agree we can do it We can ...,,,,,,,0,0,0,straight,100.0,E major,overcoming obstacles,"[{'label': 'fear', 'score': 0.8641950488090515}]","dont, world, want",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
