year,host,country,artist,song,all_languages,main_language,is_english_main_lang,lyrics_original,lyrics_english,stage_director,composers,lyricists,place,points,running_order,total_wins,won_last_year,top5_last_year,artist sexuality,bpm,tone,theme,emotion,top_3_words,points_jury_final,points_tele_final,place_sf,points_sf,place_contest,points_jury_sf,points_tele_sf,running_sf,sf_num,Albania Jury,Albania Televote,Armenia Jury,Armenia Televote,Australia Jury,Australia Televote,Austria Jury,Austria Televote,Azerbaijan Jury,Azerbaijan Televote,Belarus Jury,Belarus Televote,Belgium Jury,Belgium Televote,Bosnia & Herzegovina Jury,Bosnia & Herzegovina Televote,Bulgaria Jury,Bulgaria Televote,Croatia Jury,Croatia Televote,Cyprus Jury,Cyprus Televote,Czechia Jury,Czechia Televote,Denmark Jury,Denmark Televote,Estonia Jury,Estonia Televote,Finland Jury,Finland Televote,France Jury,France Televote,Georgia Jury,Georgia Televote,Germany Jury,Germany Televote,Greece Jury,Greece Televote,Hungary Jury,Hungary Televote,Iceland Jury,Iceland Televote,Ireland Jury,Ireland Televote,Israel Jury,Israel Televote,Italy Jury,Italy Televote,Latvia Jury,Latvia Televote,Lithuania Jury,Lithuania Televote,Malta Jury,Malta Televote,Moldova Jury,Moldova Televote,Montenegro Jury,Montenegro Televote,Netherlands Jury,Netherlands Televote,North MacedoniaN.Macedonia Jury,North MacedoniaN.Macedonia Televote,Norway Jury,Norway Televote,Poland Jury,Poland Televote,Portugal Jury,Portugal Televote,Romania Jury,Romania Televote,Russia Jury,Russia Televote,San Marino Jury,San Marino Televote,Serbia Jury,Serbia Televote,Slovenia Jury,Slovenia Televote,Spain Jury,Spain Televote,Sweden Jury,Sweden Televote,Switzerland Jury,Switzerland Televote,Ukraine Jury,Ukraine Televote,United Kingdom Jury,United Kingdom Televote
2011.0,Düsseldorf,Bulgaria,Poli Genova,Na Inat,Bulgarian (Bulgarski),Bulgarian (Bulgarski),0,"Az znam, šte namerja sila v men Kolko moga da postigna, yeah…  Njama da prečupjat vsičko vŭv men Njama da me vidjat pak slomena Njama kak da stignat tam, do men, yeah yeah…  Njama da namerjat pŭt kŭm men Njama da otnemat mojta vjara Iskat da poglednat, pak nad men, ne ne…  No znam šte namerja sila v...","I know I'll find the strength inside me To achieve as much as I can, yeah…  They won't break everything inside of me They won't see me broken again There is no way they will get to me, yeah yeah…  They won't find the way to me They won't take away my belief They want to look over me again, no no…  B...",Marvin Dietmann,,,,,,0,0,0,straight,85.0,G major,faith,"[{'label': 'fear', 'score': 0.6177521347999573}]","wont, find, inside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012.0,Baku,Bulgaria,Sofi Marinova,Love Unlimited,Bulgarian (Bulgarski),Bulgarian (Bulgarski),0,"Dorem dem dem dej Dorem dem dem dej Dorem dem dem dej ja  Dorem dem dem dej Dorem dem dem dej Dorem dem dem dej ja  Pesenta, njama granica, ezik i cvjat Ne poznava beden i bogat Vsički pejat po sveta, pejat vse za ljubovta  Ljubovta njama granica, ezik i cvjat Ravna e za vsički v tozi cvjat Za teb, ...","Dorem dem dem dei Dorem dem dem dei Dorem dem dem dei yah  Dorem dem dem dei Dorem dem dem dei Dorem dem dem dei yah  The song has no borders, language and colour It doesn't recognize who's poor and who's rich Everybody sings in this world, sings about love  Love has no borders, language and colour ...",,,,,,,0,0,0,straight,129.0,D major,love,"[{'label': 'neutral', 'score': 0.423156201839447}]","dem, dorem, dei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013.0,Malmö,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Samo Shampioni,Bulgarian (Bulgarski),Bulgarian (Bulgarski),0,"Samo shampioni, samo shampioni  Prelitat visoko i nadaleko Skachat i se smeiat i sylzi se leat Vsichkite yunatzi, te sa nai-dobrite Smeli v igrite, silni vyv dushite  Samo divi, samo shampioni Zlatni momtzi, momi za milioni Ima li mladi, ima li ludi Tsialo selo doide Peite, ne se bojte  Samo shampio...","Only Champions, Only Champions  Flying far and high Jumping, laughing, crying The youngest, the best and the bravest All strong at heart  Only wild ones, only champions Golden boys and girls for millions Give us the young ones, give us the happy ones And the whole village comes Sing, don't be afraid...",,,,,,,0,0,0,straight,130.0,A minor,youth,"[{'label': 'joy', 'score': 0.8234795928001404}]","champions, ones, give",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Stockholm,Bulgaria,Poli Genova,If Love Was a Crime,Bulgarian & English (Bulgarski & English),Bulgarian & English (Bulgarski & English),1,You and I we collide Like the stars on the summer night We can shine for ever  And you and I we're alive What we feel is what is right We can run like never  If love was a crime then we would be criminals Locked up for life but I'll do the time If love was a crime then we would work miracles High ab...,You and I we collide Like the stars on the summer night We can shine for ever  And you and I we're alive What we feel is what is right We can run like never  If love was a crime then we would be criminals Locked up for life but I'll do the time If love was a crime then we would work miracles High ab...,Ambra Succi,Borislav Milanov;Joacim Persson;Sebastian Arman,Borislav Milanov;Joacim Persson;Poli Genova;Sebastian Arman,4.0,307.0,8.0,0,0,0,straight,110.0,C major,success,"[{'label': 'fear', 'score': 0.3523339033126831}]","like, love, crime",127.0,180.0,5.0,220.0,4.0,98.0,122.0,12.0,2.0,4.0,8.0,7.0,0.0,8.0,10.0,0.0,5.0,8.0,8.0,1.0,4.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,4.0,0.0,0.0,10.0,5.0,7.0,7.0,0.0,7.0,1.0,1.0,2.0,0.0,10.0,8.0,0.0,2.0,2.0,5.0,0.0,1.0,10.0,10.0,8.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,10.0,2.0,0.0,12.0,0.0,4.0,1.0,0.0,1.0,2.0,5.0,8.0
2017.0,Kyiv,Bulgaria,Kristian Kostov,Beautiful Mess,English,English,1,"When the world shakes us Trying to take us out of line Fear of tomorrow Feelings we borrow for a time  Water so deep, how do we breathe? How do we climb? So we stay in this mess This beautiful mess tonight  And we don't have a thing to lose No matter what they say or do I don't want nothing more Our...","When the world shakes us Trying to take us out of line Fear of tomorrow Feelings we borrow for a time  Water so deep, how do we breathe? How do we climb? So we stay in this mess This beautiful mess tonight  And we don't have a thing to lose No matter what they say or do I don't want nothing more Our...",Sacha Jean-Baptiste,Alex Omar;Alexander V. Blay;Borislav Milanov;Joacim Persson;Sebastian Arman,,2.0,615.0,25.0,0,0,1,straight,126.0,Eb major,life,"[{'label': 'fear', 'score': 0.9886307716369629}]","mess, dont, world",278.0,337.0,1.0,403.0,2.0,199.0,204.0,15.0,2.0,10.0,10.0,0.0,7.0,8.0,5.0,10.0,7.0,2.0,12.0,12.0,12.0,10.0,8.0,0.0,0.0,0.0,0.0,10.0,8.0,7.0,10.0,2.0,12.0,4.0,10.0,12.0,7.0,6.0,7.0,5.0,4.0,6.0,7.0,8.0,5.0,2.0,10.0,10.0,12.0,6.0,4.0,10.0,6.0,7.0,10.0,2.0,8.0,8.0,7.0,7.0,7.0,8.0,10.0,10.0,8.0,2.0,6.0,10.0,8.0,12.0,12.0,12.0,8.0,6.0,8.0,0.0,8.0,10.0,8.0,0.0,0.0,2.0,12.0,6.0,10.0,8.0,7.0,6.0,10.0,7.0,7.0,8.0,6.0,0.0,2.0,7.0,12.0
2018.0,Lisbon,Bulgaria,Equinox,Bones,English,English,1,"Love is like a black hole Everything is dark You just gotta let go And feel it, feel it, feel it We fall off the deep end Just to get a rush You know that it's right when You feel it, feel it, feel it  What is life If it's just of the earth Only of the flesh and bones Wanna thrive In the dust Of the...","Love is like a black hole Everything is dark You just gotta let go And feel it, feel it, feel it We fall off the deep end Just to get a rush You know that it's right when You feel it, feel it, feel it  What is life If it's just of the earth Only of the flesh and bones Wanna thrive In the dust Of the...",Sacha Jean-Baptiste,Borislav Milanov;Brandon Treyshun Campbell;Dag Lundberg;Joacim Persson,,14.0,166.0,18.0,0,0,1,straight,88.0,F# minor,love,"[{'label': 'sadness', 'score': 0.8080364465713501}]","feel, just, love",100.0,66.0,7.0,177.0,14.0,107.0,70.0,10.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,12.0,4.0,1.0,1.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,8.0,6.0
2020.0,Rotterdam,Bulgaria,Victoria,Tears Getting Sober,English,English,1,"Great, feel my head is taking over me Ten déjà vus a day and each time I'm getting colder, pain, I should let it go  Your lies burn like sugar in my wounds In time my wound will be a scar  Strained but my tears are getting sober now and I've been here before so, weight that I'm holding on my shoulde...","Great, feel my head is taking over me Ten déjà vus a day and each time I'm getting colder, pain, I should let it go  Your lies burn like sugar in my wounds In time my wound will be a scar  Strained but my tears are getting sober now and I've been here before so, weight that I'm holding on my shoulde...",,,,,,,0,0,0,straight,,,nostalgia,"[{'label': 'sadness', 'score': 0.7638084292411804}]","time, getting, great",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,Rotterdam,Bulgaria,Victoria,Growing Up Is Getting Old,English,English,1,"Playing Tetris with my feelings Tryna keep them all inside Hollow shadows and my soul is spilling over I'm out of time, mmm-mmh Closing every door, wanna be alone Lonely is a way that I survive Sick of wanting more, sitting on the floor Wondering where all my feelings go  Nervous system's aching Gro...","Playing Tetris with my feelings Tryna keep them all inside Hollow shadows and my soul is spilling over I'm out of time, mmm-mmh Closing every door, wanna be alone Lonely is a way that I survive Sick of wanting more, sitting on the floor Wondering where all my feelings go  Nervous system's aching Gro...","Dan Shipton, Marvin Dietmann",Helena Larsson;Maya Nalani;Oliver Björkvall;Victoria Georgieva,,11.0,170.0,17.0,0,0,0,straight,93.0,G major,loneliness,"[{'label': 'fear', 'score': 0.9483014345169067}]","feelings, playing, tetris",140.0,30.0,3.0,250.0,11.0,149.0,101.0,13.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,6.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,6.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,8.0
2022.0,Turin,Bulgaria,Intelligent Music Project,Intention,English,English,1,"And I can move on from here How simple, life goes on Humble, that's how I feel Sparking hot flames, holding on Younger days run so clear Through my mind, replaying my crime Tearing me up, spreading fear Obsession in my own time  What life's taken away, I'm not missing Will I sit back and sigh? A thu...","And I can move on from here How simple, life goes on Humble, that's how I feel Sparking hot flames, holding on Younger days run so clear Through my mind, replaying my crime Tearing me up, spreading fear Obsession in my own time  What life's taken away, I'm not missing Will I sit back and sigh? A thu...",Andrea Celi,,,,,,0,0,0,straight,162.0,D major,youth,"[{'label': 'sadness', 'score': 0.8678969740867615}]","move, simple, life",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.0,Millstreet,Croatia,Put,Don't Ever Cry,Croatian & English,Croatian & English,1,"Tisuće snova dalekih, ruža u srcima zaspalih Leptira tisuće šarenih, k'o duše nevinih  Osamnaest godina, moga Ivana Moli za njega, pjesmo anđela  Don't ever cry, don't ever cry Never say goodbye, never say goodbye Don't ever cry, don't ever cry Never say goodbye, never say goodbye  Osamnaest godina,...","Thousands of distant dreams, roses asleep in our hearts Thousands of colourful butterflies, innocent like souls  My Ivan is eighteen years old Pray for him, angels' song  Don't ever cry, don't ever cry Never say goodbye, never say goodbye Don't ever cry, don't ever cry Never say goodbye, never say g...",,Andrej Basa,Đorđe Novković,15.0,31.0,21.0,0,0,0,straight,92.0,D major,youth,"[{'label': 'joy', 'score': 0.6398439407348633}]","dont, ever, cry",31.0,,,,15.0,,,,,,,,,,,0.0,,,,,,4.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,6.0,,0.0,,,,,,0.0,,,,,,0.0,,,,4.0,,,,5.0,,,,,,,,,,0.0,,1.0,,0.0,,3.0,,,,8.0,
1994.0,Dublin,Croatia,Tony Cetinski,Nek'ti Bude Ljubav Sva,Croatian,Croatian,0,"Dolazi kiša sa sjevera Jastuk miriše, al' boli tvoja nevjera Nema te, jutro me probudi Tko te ljubio, sve spalio u očima  Sve mi je s tobom netko uzeo Mene si prodala, whoa… Za ljubav se bori, a ja nemam snage Nemam, nemam snage  Nek' ti bude ljubav sva (Sva) Moja je duša umorna U venama struji tuga...","Rain from the north is coming The pillow smells nice, but your infidelity is hurting me You're not here, the morning awakens me He who kissed you destroyed memories in my eyes  Someone took you away from me You sold me, whoa… I'm fighting for love, but don't have the strength No, I don't have the st...",,Željen Klašterka,Željko Krznarić,16.0,27.0,7.0,0,0,0,straight,135.0,Eb major,betrayal,"[{'label': 'sadness', 'score': 0.846663236618042}]","dont, rain, north",27.0,,,,16.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,,,0.0,,5.0,,0.0,,0.0,,0.0,,,,,,,,0.0,,10.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,0.0,,,,0.0,
1995.0,Dublin,Croatia,Magazin & Lidija,Nostalgija,Croatian,Croatian,0,"Tiha Tiha se čuje violina I moga srca strune dira Preko mora i planina Svira mi, svira  Tiha Tiha se čuje violina K'o svjetlo s nebeskih visina Paganini s neba svira Svira mi, svira  Nostalgija, nostalgija Niz dušu krenula I cijeli život mene je za tebe vezala Kad te nema ona mi je dom i rodbina Nos...","Silent A silent violin is playing And touching my heart's chords Through seas and mountains It plays to me, it plays  Silent A silent violin is playing Like the light of the sky's heights Paganini plays from the sky It plays to me, it plays  Nostalgia, nostalgia Travels through my soul It bound me w...",,Tonči Huljić,Vjekoslava Huljić,6.0,91.0,11.0,0,0,0,straight,,,nostalgia,"[{'label': 'sadness', 'score': 0.6467893123626709}]","plays, silent, violin",91.0,,,,6.0,,,,,,,,,,,0.0,,,,,,0.0,,10.0,,,,0.0,,5.0,,,,0.0,,,,,,0.0,,,,0.0,,5.0,,0.0,,10.0,,3.0,,4.0,,,,,,,,12.0,,,,,,,,,,7.0,,0.0,,4.0,,,,0.0,,,,,,12.0,,12.0,,0.0,,,,,,0.0,
1996.0,Oslo,Croatia,Maja Blagdan,Sveta Ljubav,Croatian,Croatian,0,"Ja ti priznajem sve Sve je glupo sad bez tebe I dok hladna kiša pada na grad Tko zna gdje si ti sad?  Ajaja jajajaja… moja ljubav si ti Ovo je vrijeme bez milosti Ti si divlja rijeka na putu mom A ja te volim i s njom  Sunce moru putuje, moje srce luduje Daj mi snage, sveta ljubavi Sunce moru putuje...","I admit it all to you Everything is meaningless without you And while the cold rain falls down onto the city Who knows where you are?  Ayaya yayayaya… you are my love These are merciless times You're a wild river on my path Yet I love you still  The sun travels to the sea, my heart is going crazy Gi...",,Zrinko Tutić,,4.0,98.0,7.0,0,0,0,straight,154.0,F major,love,"[{'label': 'anger', 'score': 0.9296643733978271}]","love, admit, everything",98.0,,,,4.0,,,,,,,,,,,0.0,,,,,,4.0,,10.0,,,,0.0,,8.0,,,,,,6.0,,0.0,,0.0,,,,,,1.0,,,,5.0,,6.0,,,,,,,,,,7.0,,,,,,5.0,,,,7.0,,2.0,,10.0,,,,,,,,,,3.0,,5.0,,1.0,,1.0,,,,4.0,
1997.0,Dublin,Croatia,ENI,Probudi Me,Croatian,Croatian,0,"Uh… ah… hej… oh… Probudi me  Ne trebam poklone ni cvijeće, da započnem dan Ne, meni treba nešto veće, da mi otjera san Ne, ne, ne želim pecivo ni kavu, ni šećer, ni šlag Ja želim samo ljubav pravu, oh, no ko mi je drag  Još samo par minuta Ne tražim previše, molim te Reci mi bezbroj puta Od svega na...","Ooh… ah… hey… oh… Wake me up  I don't need gifts or flowers to start a day No, I need something bigger to chase my dreams away Don't, don't, don't want rolls or coffee, not sugar nor cream All I want is a real love, oh, someone I like  I just need a few minutes more I'm not asking for anything more,...",,Davor Tolja,Alida Šarar,17.0,24.0,23.0,0,0,1,straight,114.0,Eb major,dreams,"[{'label': 'joy', 'score': 0.4615066945552826}]","dont, need, want",24.0,,,,17.0,,,,,,,,,,,0.0,,,,,,,,2.0,,,,0.0,,4.0,,,,0.0,,0.0,,,,0.0,,,,1.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,8.0,,,,,,0.0,,,,0.0,,3.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,5.0,,0.0,,,,1.0,
1998.0,Birmingham,Croatia,Danijela,Neka Mi Ne Svane,Croatian,Croatian,0,"Još jedan dan je prošao Još jednom mjesec došao Tiho k'o neki dragi gost Da mi do jutra bude most  Jer tuga vodi me kroz godine I krade san, dok novi ne svane mi dan  Neka mi ne svane Nek' me nema, nek' me ne bude Neka me bez tebe ne probude Neka mi ne svane Nek' me nema, nek' me ne bude Neka me bez...","Another day has passed by Once more, the moon has come Silently, like a dear guest To abridge my mornings  For the sorrow leads me through the years Steals the dream, till a new day dawns  May the dawn never rise May I disappear, may I cease to exist May I not wake up without you May the dawn never ...",,Petar Grašo;Remi Kazinotti;Stjepan Kalogjera,,5.0,131.0,1.0,0,0,0,straight,123.0,Ab major,sadness,"[{'label': 'sadness', 'score': 0.9866092801094055}]","may, day, dawn",131.0,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,0.0,,7.0,,,,,,3.0,,3.0,,8.0,,,,10.0,,5.0,,0.0,,,,3.0,,10.0,,,,,,,,10.0,,,,,,4.0,,,,6.0,,6.0,,2.0,,0.0,,,,,,,,12.0,,1.0,,3.0,,5.0,,,,2.0,
1999.0,Jerusalem,Croatia,Doris Dragović,Marija Magdalena,Croatian,Croatian,0,"Jer tvoja ljubav me razapela Odriješila me je mojih grijeha Svjedok mi Bog, srca mi mog Ova žena zna, da ti pripada sva  Marija Magdalena, Marija Magdalena Ah… Marija Magdalena Ah…  Vodila me noć svud po svijetu I rekla sam joj: ""Stoj!"" ah… ""dalje neću"" Svjedok mi Bog, srca mi mog Ova žena zna, da t...","For your love got me crucified And released me of all my sins As God is my witness, I swear by my heart That this woman knows, she belongs to you entirely  Mary Magdalene, Mary Magdalene Ah… Mary Magdalene Ah…  The night guided me around the world I told her: ""Stop!"" ah… ""I won't go any further"" As ...",,Tonči Huljić,Vjekoslava Huljić,4.0,118.0,4.0,0,0,1,straight,120.0,C# minor,love,"[{'label': 'fear', 'score': 0.6688893437385559}]","mary, magdalene, ah…",118.0,,,,4.0,,,,,,,,,,,8.0,,,,,,5.0,,8.0,,,,0.0,,2.0,,,,0.0,,3.0,,,,7.0,,,,10.0,,,,,,4.0,,6.0,,7.0,,,,,,6.0,,5.0,,,,,,1.0,,,,0.0,,7.0,,6.0,,,,,,,,,,12.0,,12.0,,1.0,,,,,,0.0,
2000.0,Stockholm,Croatia,Goran Karan,Kada Zaspu Andeli,Croatian,Croatian,0,"Poljubi me i budi tu Da sklopim oči na tvom toplom ramenu Poljubi me i budi tu Nek srce lupa kao da je prvi put Poljubi me, pomoli se Sve svijeće svijeta nek se za nas upale  Ostani ovu noć, kad svi mi prijete Ostani, zagrli me kao dijete Ostani, kad sva si ljubav moja samo ti Ostani, da me čuvaš ka...","Kiss me and be here Let me shut my eyes on your warm shoulder Kiss me and be here Let the heart beat like the first time Kiss me, pray May all the world's candles burn for us  Stay tonight, when everyone threatens me Stay, embrace me like a child Stay, when all my love is you Stay, to hold me when t...",,Neno Ninčević;Nikša Bratoš;Zdenko Runjić,,9.0,70.0,17.0,0,0,1,straight,152.0,E minor,love,"[{'label': 'fear', 'score': 0.9530285596847534}]","stay, kiss, let",70.0,,,,9.0,,,,,,,,,,,6.0,,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,,6.0,,8.0,,,,6.0,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,8.0,,10.0,,,,,,,,2.0,,0.0,,6.0,,,,0.0,
2001.0,Copenhagen,Croatia,Vanna,Strings Of My Heart,English,English,1,"Aha… aha… Stay now and softly play the strings of my heart  Don't break my heart tonight, don't leave me when I cry Stay now and softly play the strings of my heart I want you by my side, you make me feel all right And let the fiddler play on the strings of my heart And let the fiddler play on the s...","Aha… aha… Stay now and softly play the strings of my heart  Don't break my heart tonight, don't leave me when I cry Stay now and softly play the strings of my heart I want you by my side, you make me feel all right And let the fiddler play on the strings of my heart And let the fiddler play on the s...",,Tonči Huljić,Vjekoslava Huljić,10.0,42.0,10.0,0,0,0,straight,120.0,F minor,inspiration,"[{'label': 'sadness', 'score': 0.7115969657897949}]","play, heart, strings",42.0,,,,10.0,,,,,,,,,,,,,,,,,,,7.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,3.0,,7.0,,,,0.0,,0.0,,0.0,,,,0.0,,0.0,,10.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,,,0.0,,,,,,5.0,,0.0,,0.0,,,,,,0.0,
2002.0,Tallin,Croatia,Vesna Pisarovic,Everything I Want,English,English,1,"Since you came into my life, I've been touched by happiness I feel love is all around 'cause there is no more loneliness And there's one thing that is true You should know how much I love you  Love is everything I want, love is everything I need Thinking of the day we met as sign of destiny Love is ...","Since you came into my life, I've been touched by happiness I feel love is all around 'cause there is no more loneliness And there's one thing that is true You should know how much I love you  Love is everything I want, love is everything I need Thinking of the day we met as sign of destiny Love is ...",,Milana Vlaović,,11.0,44.0,6.0,0,0,0,straight,100.0,D minor,love,"[{'label': 'joy', 'score': 0.8941708207130432}]","love, everything, since",44.0,,,,11.0,,,,,,,,,,,6.0,,,,,,0.0,,2.0,,,,0.0,,6.0,,,,0.0,,0.0,,0.0,,0.0,,,,3.0,,5.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,12.0,,0.0,,0.0,,5.0,,,,0.0,
2003.0,Riga,Croatia,Claudia Beni,Više nisam tvoja,Croatian,Croatian,0,"Ah ah… Ja ne trebam nikoga da mi govori Kojim putem trebam ravno a kojim skrenuti  I tko si ti sada da mi sudiš? Uzalud se trudiš, sve je propalo Prekasno sad je da se učiš Već me gubiš predugo, baš predugo  Više nisam tvoja, nisam ona koja Trpi da bi bila voljena Bit ću uvijek svoja, lošija il' bol...","Ah ah… I don't need someone who tells me Whether to walk on the road or where to turn off  And who are you, who judges me? You don't need to try anymore, it's all over now It's too late now to learn You've lost me for too long, way too long  I'm not yours anymore, I'm not the one Who has to suffer f...",,,,15.0,29.0,8.0,0,0,0,straight,95.0,Eb minor,freedom,"[{'label': 'surprise', 'score': 0.37373968958854675}]","dont, need, anymore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.0,Istanbul,Croatia,Ivan Mikulic,You Are The Only One,English,English,1,"Once again just hold me, let me feel you breathe Softly kiss me on my face, love is all I need Lonely moments, years, nothing before you Finally you're here, our love is true  Hold me once again, my dear, let your passion take me In my heart there's harmony when you're close to me Even in my dreams,...","Once again just hold me, let me feel you breathe Softly kiss me on my face, love is all I need Lonely moments, years, nothing before you Finally you're here, our love is true  Hold me once again, my dear, let your passion take me In my heart there's harmony when you're close to me Even in my dreams,...",,Ivan Mikulić;Vedran Ostojić,Duško Gruborović,12.0,50.0,11.0,0,0,0,straight,107.0,E major,love,"[{'label': 'joy', 'score': 0.7935234904289246}]","hold, let, love",50.0,,9.0,72.0,12.0,,,18.0,0.0,0.0,,,,,,3.0,,,,5.0,,0.0,,10.0,,,,0.0,,0.0,,,,0.0,,0.0,,1.0,,0.0,,,,1.0,,0.0,,,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,5.0,,,,,,5.0,,0.0,,0.0,,3.0,,7.0,,0.0,
2005.0,Kiev,Croatia,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,Croatian,Croatian,0,"Tišina k'o sidro veže mrak U meni polako kopni strah Ovaj ljubav je bila priviđenje Nije ovo moje vrijeme  Do zore je ostao još koji sat A vani nemir, k'o da je rat Oblačim kaput i odlazim Da sve zaboravim  I opet Dunavom plove brodovi A ti više za mene ne brini K'o lišće sam, vjetar me raznosi Vuko...","Silence ties the dark like an anchor The fear in me slowly melts away This love was a vision This is not my time  Only a few hours left till dawn And outside unrest, as if a war is on I put my coat on and leave To forget everything  And once again boats sail down the Danube Don't you worry about me ...",,Franjo Valentić,Boris Novković,11.0,115.0,18.0,0,0,0,straight,162.0,D minor,love,"[{'label': 'fear', 'score': 0.9797999262809753}]","silence, ties, dark",115.0,,4.0,169.0,11.0,,,20.0,0.0,2.0,,,,,,8.0,,,,0.0,,0.0,,12.0,,2.0,,0.0,,0.0,,,,0.0,,2.0,,1.0,,0.0,,,,2.0,,0.0,,7.0,,1.0,,0.0,,0.0,,,,7.0,,6.0,,0.0,,0.0,,,,2.0,,,,2.0,,2.0,,0.0,,5.0,,1.0,,,,,,12.0,,0.0,,0.0,,8.0,,8.0,,0.0,
2006.0,Athen,Croatia,Severina,Moja štikla,Croatian,Croatian,0,"Jer još trava nije nikla Tamo gdje je stala moja štikla  (Dođi, dođi, dođi) Op, op, op, op (Ajde, pile moje)  Tika taka, oko pola tri Štipnut ćeš me da se ne vidi Znam ja dobro takve kao ti Đavoli su tvoji kumovi  Zvrc, zvrc, tražit ćeš moj broj Kuc, kuc, kucaj nekoj drugoj (Sojčice, divojčice, daj ...","For the grass has not yet sprouted Where my high heel has stepped  (Come here, come here, come here) Hop, hop, hop, hop (Go, my chick)  Tick-tock, around half past two You'll pinch me, so that nobody can see it I know them well, guys like you The devils are your godfathers  Ring, ring, you'll search...",,,,12.0,56.0,20.0,0,0,0,straight,106.0,E minor,change,"[{'label': 'neutral', 'score': 0.6648964881896973}]","hop, come, youll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
